"canonical_name","ingredient_type","allergen_codes","certainty","e_number","additive_category_code","concern_level","aliases","explanation_en"
"Pork loin","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Pork shoulder","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Pork chop","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Pork tenderloin","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Pork liver","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Pork fat","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Lard","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Bacon","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Ham","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Prosciutto","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Salami","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Pepperoni","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Chorizo","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Sausage","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Pork sausage","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Beef sausage","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Chicken","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Chicken breast","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Chicken thigh","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Chicken leg","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Chicken wing","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Chicken drumstick","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Chicken liver","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Chicken skin","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Chicken fat","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Chicken mince","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Ground chicken","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Turkey","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Turkey breast","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Turkey thigh","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Turkey mince","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Duck","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Duck breast","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Duck leg","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Duck fat","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
"Duck liver","neutral","","","","","","","A food ingredient commonly used in cooking or food manufacturing; the specific form is indicated by its name."
